Drastic times call for drastic measures,When you are extremely desperate you need to take drastic actions.,When you are extremely desperate you need to take drastic actions
Elvis has left the building,The show has come to an end.,The show has come to an end
Elvis has left the building,It's all over.,It is all over
Every cloud has a silver lining,Be optimistic.,Be optimistic
Every cloud has a silver lining,Even difficult times will lead to better days.,Even difficult times will lead to better days
Far cry from,Very different from.,Very different from
Feel a bit under the weather,Meaning: Feeling slightly ill.,Meaning  Feeling slightly ill
Give the benefit of the doubt,Believe someone's statement.,Believe someone is statement
Give the benefit of the doubt,Without proof.,Without proof
Hear it on the grapevine,To hear rumors about something.,To hear rumors about something
Hear it on the grapevine,To hear rumors about someone.,To hear rumors about someone
Hit the nail on the head,Do something exactly right.,Do something exactly right
Hit the nail on the head,Say something exactly right.,Say something exactly right
Hit the sack,To go to bed.,To go to bed
Hit the sheets,To go to bed.,To go to bed
Hit the hay,To go to bed.,To go to bed
In the heat of the moment,Overwhelmed by what is happening in the moment.,Overwhelmed by what is happening in the moment
It takes two to tango,Actions need more than one person.,Actions need more than one person
It takes two to tango,Communications need more than one person.,Communications need more than one person
Jump on the bandwagon,Join a popular trend.,Join a popular trend
Jump on the bandwagon,Join a popular activity.,Join a popular activity
Keep something at bay,Keep something away.,Keep something away
Kill two birds with one stone,To accomplish two different things at the same time.,To accomplish two different things at the same time
Last straw,The final problem in a series of problems.,The final problem in a series of problems
Let sleeping dogs lie,Do not disturb a situation as it is - since it would result in trouble.,Do not disturb a situation as it is  since it would result in trouble
Let sleeping dogs lie,Do not disturb a situation as it is - since it would result in complications.,Do not disturb a situation as it is  since it would result in complications
Let the cat out of the bag,To share information that was previously concealed.,To share information that was previously concealed
Make a long story short,Come to the point.,Come to the point
Make a long story short,Leave out details.,Leave out details
Method to my madness,Having a hidden purpose.,Having a hidden purpose
Miss the boat,When someone missed her chance.,When someone missed her chance
Miss the boat,When someone missed his chance.,When someone missed his chance
Not a spark of decency,No manners.,No manners
Not playing with a full deck,Someone who lacks intelligence.,Someone who lacks intelligence
Off one's rocker,Crazy.,Crazy
Off one's rocker,Demented.,Demented
Off one's rocker,Out of one's mind.,Out of one is mind
Off one's rocker,In a befuddled state of mind.,In a befuddled state of mind
Off one's rocker,In a confused state of mind.,In a confused state of mind
Off one's rocker,Senile.,Senile
On the ball,When someone understands the situation well.,When someone understands the situation well
Once in a blue moon,Meaning: Happens very rarely.,Meaning  Happens very rarely
Picture paints a thousand words,A visual presentation is far more descriptive than words.,A visual presentation is far more descriptive than words
Piece of cake,A job that is easy.,A job that is easy
Piece of cake,A task that is easy.,A task that is easy
Piece of cake,A job that is simple.,A job that is simple
Piece of cake,A task that is simple.,A task that is simple
Put wool over other people's eyes,To deceive someone into thinking well of them.,To deceive someone into thinking well of them
See eye to eye,When two people agree.,When two people agree
Sit on the fence,When someone does not want to choose.,When someone does not want to choose
Sit on the fence,When someone does not want to make a decision.,When someone does not want to make a decision
Speak of the devil,This expression is used when the person you have just been talking about arrives.,This expression is used when the person you have just been talking about arrives
Steal someone's thunder,To take the credit for something someone else did.,To take the credit for something someone else did
Take with a grain of salt,To not to take what someone says too seriously.,To not to take what someone says too seriously
Taste of your own medicine,When something happens to you that you have done to someone else.,When something happens to you that you have done to someone else
To hear something straight from the horse's mouth,To hear something from the authoritative source.,To hear something from the authoritative source
Whole nine yards,Everything.,Everything
Whole nine yards,All of it.,All of it
Wouldn't be caught dead,Would never like to do something.,Would never like to do something
Your guess is as good as mine,To have no idea.,To have no idea
Your guess is as good as mine,I do not know the answer to a question.,I do not know the answer to a question
A grey area,Something unclear,Something unclear
A rip-off,Too expensive,Too expensive
Add fuel to the fire,To add more to an existing problem,To add more to an existing problem
As easy as ABC,Something is very easy,Something is very easy
Call it a day,Time to quit,Time to quit
Cool as a cucumber,To be very calm under stress,To be very calm under stress
Crack a book,Open up a book and study,Open up a book and study
Down to the wire,At the last minute,At the last minute
Draw a blank,Can't remember,Ca not remember
Fill in the blanks,Provide more information,Provide more information
Get a kick out of it,Really enjoy/like something,Really enjoylike something
Get your act together,Behave properly,Behave properly
Give it a shot,To try to do something,To try to do something
Have mixed feelings,Be unsure of how you feel,Be unsure of how you feel
Have second thoughts,Have doubts,Have doubts
In hot water,Be in trouble,Be in trouble
In the same boat,Be in the same situation,Be in the same situation
It's in the bag,It's a certainty,It is a certainty
I've got your number,To say you can't be fooled by someone since you have them figured out,To say you ca not be fooled by someone since you have them figured out
Miss the boat,You missed your chance,You missed your chance
Mumbo jumbo,To call something total nonsense,To call something total nonsense
Out of the blue,With no warning,With no warning
Pass with flying colors,To succeed at something easily,To succeed at something easily
Piece of cake,Something very easy,Something very easy
Read between the lines,Find the hidden meaning,Find the hidden meaning
Second to none,The best,The best
The icing on the cake,Something additional that turns good into great,Something additional that turns good into great
Cross your fingers,For good luck,For good luck
Fell on deaf ears,People wouldn't listen to something,People would not listen to something
Get cold feet,Be nervous,Be nervous
Giving the cold shoulder,Ignore someone,Ignore someone
Have a change of heart,Changed your mind,Changed your mind
I'm all ears,You have my full attention,You have my full attention
It cost an arm and a leg,It was expensive,It was expensive
Play it by ear,Improvise,Improvise
See eye to eye,Agree,Agree
Slipped my mind,I forgot,I forgot
Speak your mind,Say what you really feel,Say what you really feel
A bull in a china shop,Someone who is very clumsy,Someone who is very clumsy
A little birdie told me,Someone told me a secret,Someone told me a secret
Bee in her bonnet,She is upset,She is upset
Birdbrain,Someone who is not very smart,Someone who is not very smart
Busy as a bee,To be very active and working hard at something,To be very active and working hard at something
Cat got your tongue?,Why aren't you talking?,Why are not you talking
Cry crocodile tears,To pretend to be upset,To pretend to be upset
Curiosity killed the cat,Asking too many questions may get you in trouble,Asking too many questions may get you in trouble
Different kettle of fish,Something completely different,Something completely different
Doggy bag,A bag to take home leftovers from a restaurant,A bag to take home leftovers from a restaurant
Fish out of water,Being somewhere you don't belong,Being somewhere you do not belong
For the birds,Something that is not worth anything,Something that is not worth anything
Get off your high horse,Quit thinking you are better than others,Quit thinking you are better than others
Goose is cooked,Now you're in trouble,Now you are in trouble
Hold your horses,Wait a minute,Wait a minute
Horse of a different color,Something that is quite different,Something that is quite different
Horse of a different color,Separate issue,Separate issue
Hot dog,A person doing athletic stunts that are dangerous,A person doing athletic stunts that are dangerous
Let the cat out of the bag,Tell a secret,Tell a secret
Make a mountain out of a molehill,Make something unimportant into a big deal,Make something unimportant into a big deal
Night owl,Someone who stays up late,Someone who stays up late
Pig out,To eat a lot,To eat a lot
Put a bug in his ear,Make a suggestion,Make a suggestion
Raining cats and dogs,It is raining very hard,It is raining very hard
Snail's pace,To move extremely slow,To move extremely slow
Stir a hornet's nest,To cause a lot of trouble,To cause a lot of trouble
Teacher's pet,The teacher's favorite student,The teacher is favorite student
The world is your oyster,You can achieve whatever/go wherever you want,You can achieve whatevergo wherever you want
When pigs fly,To say something is impossible,To say something is impossible
Wolf in sheep's clothing,A person who pretends to be nice but is not,A person who pretends to be nice but is not
You can't teach an old dog new tricks,It's harder for older people to learn new things,It is harder for older people to learn new things
A bitter pill,A information that is unpleasant but must be accepted.,A information that is unpleasant but must be accepted
A bitter pill,A situation that is unpleasant but must be accepted.,A situation that is unpleasant but must be accepted
A hot potato,A controversial situation that is awkward to deal with.,A controversial situation that is awkward to deal with
A hot potato,A controversial issue that is unpleasant to deal with.,A controversial issue that is unpleasant to deal with
A hot potato,A controversial situation that is unpleasant to deal with.,A controversial situation that is unpleasant to deal with
A hot potato,A controversial issue that is awkward to deal with.,A controversial issue that is awkward to deal with
A dime a dozen,Anything that is common to get.,Anything that is common to get
A dime a dozen,Anything that is available anywhere.,Anything that is available anywhere
A dime a dozen,Anything that is inexpensive to get.,Anything that is inexpensive to get
A dime a dozen,Anything that is easy to get.,Anything that is easy to get
Ace in the hole,A hidden strength.,A hidden strength
Ace in the hole,A secret strength.,A secret strength
Ace in the hole,An unrevealed advantage.,An unrevealed advantage
Achilles' heel,A metaphor for a fatal weakness in spite of overall strength.,A metaphor for a fatal weakness in spite of overall strength
All ears,Listening intently.,Listening intently
All ears,Fully focused.,Fully focused
All ears,Awaiting an explanation.,Awaiting an explanation
Ace in the hole,A hidden strength.,A hidden strength
Ace in the hole,A secret strength.,A secret strength
All thumbs,Clumsy.,Clumsy
All thumbs,Awkward.,Awkward
An arm and a leg,Very costly.,Very costly
An arm and a leg,Very expensive.,Very expensive
An arm and a leg,A large amount of money.,A large amount of money
Apple of discord,Anything causing trouble.,Anything causing trouble
Apple of discord,Anything causing discord.,Anything causing discord
Apple of discord,Anything causing jealousy.,Anything causing jealousy
At the drop of a hat,Without any hesitation.,Without any hesitation
At the drop of a hat,Instantly.,Instantly
Back to the drawing board,When an attempt fails and it's time to start planning all over again.,When an attempt fails and it is time to start planning all over again
Ball is in his court,It is up to him to make the next decision.,It is up to him to make the next decision
Ball is in her court,It is up to her to make the next decision.,It is up to her to make the next decision
Ball is in your court,It is up to you to make the next decision.,It is up to you to make the next decision
Ball is in his court,It is up to him to make the next step.,It is up to him to make the next step
Ball is in her court,It is up to her to make the next step.,It is up to her to make the next step
Ball is in your court,It is up to you to make the next step.,It is up to you to make the next step
Balls to the wall!,Full throttle.,Full throttle
Balls to the wall!,At maximum speed.,At maximum speed
Barking up the wrong tree,Looking in the wrong place.,Looking in the wrong place
Basket case,One made powerless as by nerves.,One made powerless as by nerves
Basket case,One made powerless as by panic.,One made powerless as by panic
Basket case,One made powerless by stress.,One made powerless by stress
Basket case,One made ineffective as by nerves.,One made ineffective as by nerves
Basket case,One made ineffective as by panic.,One made ineffective as by panic
Basket case,One made ineffective as by stress.,One made ineffective as by stress
Beating a dead horse,To uselessly dwell on a subject far beyond its point of resolution.,To uselessly dwell on a subject far beyond its point of resolution
Beat around the bush,To treat a topic but omit its main points.,To treat a topic but omit its main points
Bed of roses,Easy and comfortable.,Easy and comfortable
Bird Brain,a person that is not too smart.,a person that is not too smart
Bird Brain,A person that acts stupid.,A person that acts stupid
Bite off more than one can chew,To take on more responsibility than one can manage.,To take on more responsibility than one can manage
Bite the bullet,To endure a painful situation that is unavoidable.,To endure a painful situation that is unavoidable
Bite the bullet,To endure a unpleasant situation that is unavoidable.,To endure a unpleasant situation that is unavoidable
Bite the dust,Euphemism for death.,Euphemism for death
Bought the farm,Euphemism for death.,Euphemism for death
Bite the dust,Euphemism for dying.,Euphemism for dying
Bought the farm,Euphemism for dying.,Euphemism for dying
Break a leg,Good luck.,Good luck
Burn the midnight oil,To work late into the night.,To work late into the night
Bust one's chops,To exert oneself.,To exert oneself
By the seat of one's pants,To achieve through instinct.,To achieve through instinct
By the seat of one's pants,To do something without advance preparation.,To do something without advance preparation
By the skin of one's teeth,Narrowly.,Narrowly
By the skin of one's teeth,Barely.,Barely
Call a spade a spade,To speak the truth.,To speak the truth
Call it a day,To declare the end of a task.,To declare the end of a task
Cat nap,A nap.,A nap
Champ at the bit,To show impatience when delayed.,To show impatience when delayed
Champ at the bit,To show frustration when delayed.,To show frustration when delayed
Cheap as chips,Inexpensive.,Inexpensive
Cheap as chips,Good value.,Good value
Chew the fat,To chat idly.,To chat idly
Chew the fat,To waste time talking.,To waste time talking
Chink in one's armor,An area of vulnerability.,An area of vulnerability
Clam up,To become silent.,To become silent
Clam up,To stop talking.,To stop talking
Cold shoulder,To display aloofness and disdain.,To display aloofness and disdain
Couch potato,A lazy person.,A lazy person
Crocodile tears,Fake tears,Fake tears
Crocodile tears,Drama tears.,Drama tears
Cut off your nose to spite your face,Pursuing revenge in a way that would damage oneself more than the object of one's anger,Pursuing revenge in a way that would damage oneself more than the object of one is anger
Cut a rug,To dance,To dance
Cut the cheese,To fart.,To fart
Cut the mustard,To perform well.,To perform well
Cut the mustard,To meet expectations.,To meet expectations
Dig one's heels in,On genuine objection to some process.,On genuine objection to some process
Dig one's heels in,On genuine objection to some action.,On genuine objection to some action
Dig one's heels in,On genuine objection to some motion.,On genuine objection to some motion
Don't count chickens before they hatch,Don't make plans for something that may not happen.,Do not make plans for something that may not happen
Don't count chickens before they hatch,Don't make an assumption about something that does not have a definitively predetermined outcome.,Do not make an assumption about something that does not have a definitively predetermined outcome
Don't have a cow,Don't overreact.,Do not overreact
Drop a dime,Make a telephone call,Make a telephone call
Drop a dime,To be an informant.,To be an informant
Elephant in the room,An obvious issue left unaddressed due to its sensitive nature.,An obvious issue left unaddressed due to its sensitive nature
Elephant in the room,An pressing issue left unaddressed due to its sensitive nature.,An pressing issue left unaddressed due to its sensitive nature
Fit as a fiddle,In good physical health.,In good physical health
For a song,Almost free. Very cheap.,Almost free  Very cheap
Fly in the ointment,The one tiny drawback that ruins it.,The one tiny drawback that ruins it
From A to Z,Covering a complete range.,Covering a complete range
From A to Z,Comprehensively.,Comprehensively
To make from scratch,Make from original ingredients.,Make from original ingredients
To make from scratch,Start from the beginning with no prior preparation.,Start from the beginning with no prior preparation
From scratch,Make from original ingredients.,Make from original ingredients
From scratch,Start from the beginning with no prior preparation.,Start from the beginning with no prior preparation
He/She is a sandwich short of a picnic,The person is lacking intelligence.,The person is lacking intelligence
Get bent out of shape,To take offense.,To take offense
Get bent out of shape,To get worked up.,To get worked up
Get bent out of shape,To get aggravated.,To get aggravated
Get bent out of shape,To get annoyed.,To get annoyed
Get your goat,To irritate someone.,To irritate someone
Grasp the nettle,To tackle a problem in a bold manner despite the difficulty of doing so.,To tackle a problem in a bold manner despite the difficulty of doing so
Grasp the nettle,To tackle a problem in a bold manner despite the complexity of doing so.,To tackle a problem in a bold manner despite the complexity of doing so
Grasp the nettle,To solve a problem despite short-term adverse consequences.,To solve a problem despite shortterm adverse consequences
Grasp the nettle,To tackle a problem in a bold manner.,To tackle a problem in a bold manner
Have a blast,To have a good time.,To have a good time
Have a blast,To enjoy oneself.,To enjoy oneself
Have eyes in the back of one's head,Someone can perceive things and events that are outside of their field of vision.,Someone can perceive things and events that are outside of their field of vision
Head over heels,Besmitten.,Besmitten
Head over heels,Infatuated.,Infatuated
Heard it through the grapevine,You learned something through means of a rumor.,You learned something through means of a rumor
Hit the ceiling,To become enraged.,To become enraged
Hit The Nail On The Head,To describe exactly what is causing a problem.,To describe exactly what is causing a problem
Hit The Nail On The Head,To describe exactly what is causing a situation.,To describe exactly what is causing a situation
Hit The Nail On The Head,To do exactly the right thing.,To do exactly the right thing
Hit The Nail On The Head,To do something in the most effective and efficient way.,To do something in the most effective and efficient way
Hit The Nail On The Head,To say exactly the right thing.,To say exactly the right thing
Hit The Nail On The Head,To find the exact answer.,To find the exact answer
Hit The Nail On The Head,To be accurate.,To be accurate
Hit The Nail On The Head,Correct about something.,Correct about something
Hit the road,To leave.,To leave
Hit the sack,To go to bed.,To go to bed
Hit the sheets,To go to bed.,To go to bed
Hit the hay,To go to bed.,To go to bed
Hit the sack,To go to sleep.,To go to sleep
Hit the sheets,To go to sleep.,To go to sleep
Hit the hay,To go to sleep.,To go to sleep
Hit the spot,To be particularly pleasing.,To be particularly pleasing
Hit the spot,To be particularly appropriate.,To be particularly appropriate
Hit the spot,To be just right.,To be just right
Hook line and sinker,To be completely fooled by a deception.,To be completely fooled by a deception
Ignorance is bliss,Life is good when you're naive to the hardships happening all around,Life is good when you are naive to the hardships happening all around
Jump ship,Leave a activity suddenly.,Leave a activity suddenly
Jump ship,Leave a job suddenly.,Leave a job suddenly
Jump ship,Leave a organization suddenly.,Leave a organization suddenly
Just my two cents,Just the information I have on the subject.,Just the information I have on the subject
Kick the bucket,Euphemism for death.,Euphemism for death
Kick the bucket,Euphemism for dying.,Euphemism for dying
Kick the habit,Stop engaging in a habitual practice.,Stop engaging in a habitual practice
Kill two birds with one stone,To accomplish two different tasks at the same time and with a single action.,To accomplish two different tasks at the same time and with a single action
Kill two birds with one stone,To accomplish two different tasks at the same time.,To accomplish two different tasks at the same time
Kill two birds with one stone,To accomplish two different tasks with a single action.,To accomplish two different tasks with a single action
Let the cat out of the bag,To reveal a secret.,To reveal a secret
Look a gift horse in the mouth,To find fault with something that has been received as a gift.,To find fault with something that has been received as a gift
Look a gift horse in the mouth,To find fault with something that has been received as a favor.,To find fault with something that has been received as a favor
Method to (one's) madness,Despite someone's random approach there is actually some structure to it.,Despite someone is random approach there is actually some structure to it
Nip (something) in the bud,To stop something at an early stage.,To stop something at an early stage
No horse in this race,No vested interest in the outcome of a particular contest.,No vested interest in the outcome of a particular contest
No horse in this race,No vested interest in the outcome of a particular debate.,No vested interest in the outcome of a particular debate
Off one's rocker,Crazy.,Crazy
Off one's rocker,Demented.,Demented
Off one's rocker,Out of one's mind.,Out of one is mind
Off one's rocker,In a confused state of mind.,In a confused state of mind
Off one's rocker,In a befuddled state of mind.,In a befuddled state of mind
Off one's trolley,Senile.,Senile
Off one's trolley,Crazy.,Crazy
Off one's trolley,Demented.,Demented
Off one's trolley,Out of one's mind.,Out of one is mind
Off one's trolley,In a confused state of mind.,In a confused state of mind
Off one's trolley,In a befuddled state of mind.,In a befuddled state of mind
Off one's trolley,Senile.,Senile
Off the hook,To escape a situation of obligation.,To escape a situation of obligation
Off the hook,To escape a situation of responsibility.,To escape a situation of responsibility
Off the hook,To escape a situation of danger.,To escape a situation of danger
Once in a blue moon,Something that occurs very rarely.,Something that occurs very rarely
Own goal,To do something accidentally negative against yourself.,To do something accidentally negative against yourself
Own goal,To do something accidentally negative against your own team.,To do something accidentally negative against your own team
Pop one's clogs,Euphemism for death.,Euphemism for death
Pop one's clogs,Euphemism for dying.,Euphemism for dying
the pot calling the kettle black,Used when someone making an accusation is equally as guilty as those being accused.,Used when someone making an accusation is equally as guilty as those being accused
Piece of cake,A job that is pleasant.,A job that is pleasant
Piece of cake,A job that is simple.,A job that is simple
Piece of cake,A job that is easy.,A job that is easy
Piece of cake,A task that is pleasant.,A task that is pleasant
Piece of cake,A task that is simple.,A task that is simple
Piece of cake,A task that is easy.,A task that is easy
Preaching to the choir,To present a side of a discussion to someone who already agrees with it.,To present a side of a discussion to someone who already agrees with it
Preaching to the choir,To present a side of a argument to someone who already agrees with it.,To present a side of a argument to someone who already agrees with it
Preaching to the choir,Wasting your time.,Wasting your time
Pull somebody's leg,To tease.,To tease
Pull somebody's leg,To joke by telling a lie.,To joke by telling a lie
Pushing up daisies,Euphemism for dying.,Euphemism for dying
Pushing up daisies,Euphemism for death.,Euphemism for death
Put the cat among the pigeons,To create a disturbance and cause trouble.,To create a disturbance and cause trouble
Raining cats and dogs,Raining really strong.,Raining really strong
Raining cats and dogs,Raining really hard.,Raining really hard
Right as rain,Needed.,Needed
Right as rain,Appropriate.,Appropriate
Right as rain,Essential.,Essential
Right as rain,Hoped for.,Hoped for
Right as rain,Perfect.,Perfect
Right as rain,Well.,Well
Right as rain,Absolutely right.,Absolutely right
Rock the boat,Say something that will cause problems.,Say something that will cause problems
Rock the boat,Do something that will cause problems.,Do something that will cause problems
Rock the boat,Say something that will upset people.,Say something that will upset people
Rock the boat,Do something that will upset people.,Do something that will upset people
Shoot the breeze,To chat idly.,To chat idly
Shoot the breeze,Generally waste time talking.,Generally waste time talking
Shooting fish in a barrel,Frivolously performing a simple task.,Frivolously performing a simple task
Step up to the plate,To deliver beyond expectations.,To deliver beyond expectations
Screw the pooch,To screw up.,To screw up
Screw the pooch,To fail in dramatic and ignominious fashion.,To fail in dramatic and ignominious fashion
Sleep with the fishes,Euphemism for dying.,Euphemism for dying
Sleep with the fishes,Euphemism for death.,Euphemism for death
Spill the beans,Reveal someone's secret.,Reveal someone is secret
Spin one's wheels,Expel much effort for no gain.,Expel much effort for no gain
Spin one's wheels,Expel much effort for little gain.,Expel much effort for little gain
Straw that broke the camel's back,Last in a line of unacceptable occurrences.,Last in a line of unacceptable occurrences
Take the biscuit,To be particularly bad.,To be particularly bad
Take the biscuit,To be particularly objectionable.,To be particularly objectionable
Take the biscuit,To be particularly egregious.,To be particularly egregious
Take the cake,To be especially good.,To be especially good
Take the cake,To be outstanding.,To be outstanding
Take with a grain of salt,To not take what someone says too seriously.,To not take what someone says too seriously
Take with a grain of salt,To treat someone's words with a degree of scepticism.,To treat someone is words with a degree of scepticism
Throw under the bus,To betray someone for selfish reasons.,To betray someone for selfish reasons
Throw under the bus,To sacrifice someone for selfish reasons.,To sacrifice someone for selfish reasons
Through thick and thin,In both good and bad times.,In both good and bad times
Thumb one's nose,To express scorn.,To express scorn
Thumb one's nose,To disregard.,To disregard
Tie one on,To get drunk.,To get drunk
To steal someone's thunder,To take credit for something someone else did.,To take credit for something someone else did
Trip the light fantastic,To dance,To dance
Two a penny,Cheap.,Cheap
Two a penny,Common.,Common
Under my thumb,Under my control,Under my control
Under the weather,Feel sick.,Feel sick
Under the weather,Feel poor.,Feel poor
Under the weather,Feel ill.,Feel ill
The whole nine yards,Everything. All of it.,Everything  All of it
Wild goose chase,A frustrating undertaking that accomplishes little.,A frustrating undertaking that accomplishes little
Wild goose chase,A lengthy undertaking that accomplishes little.,A lengthy undertaking that accomplishes little
He holds the cards,He controls the situation.,He controls the situation
She holds the cards,She controls the situation.,She controls the situation
They hold the cards,They control the situation.,They control the situation
You can say that again,That is very true.,That is very true
You can say that again,Expression of wholehearted agreement.,Expression of wholehearted agreement
